Fy17,Fy18,Fy19,Fy20,Fy21,Name,Name (largecap alpha.csv),Sub-Sector,Ticker,Ticker (largecap alpha.csv),5y Cagr,Alpha,Beta,Close Price,Market Cap,No. of Shareholders,PE Ratio,Pledged Promoter Holdings,Promoter Holding Change – 3M,Total Revenue
,,,,,Goldiam International Ltd,Goldiam International Ltd,"Precious Metals, Jewellery & Watches",GOLDIAM,GOLDIAM,66.27509527,82.26609145,1.735661849,934.8,2072.911802,19073,33.96545637,0,0,429.02
,,,,,Karnataka Bank Ltd,Karnataka Bank Ltd,Private Banks,KTKBANK,KTKBANK,-10.13341079,-23.00860662,1.37736241,66.6,2070.392129,230914,4.2913239,0,0,7727.48
,,,,,Dollar Industries Ltd,Dollar Industries Ltd,Apparel & Accessories,DOLLAR,DOLLAR,,0.952740207,1.441060938,364.35,2066.451832,19939,24.22001679,0,0,1040.44
,,,,,Kiri Industries Ltd,Kiri Industries Ltd,Specialty Chemicals,KIRIINDUS,KIRIINDUS,8.097299913,5.215032627,1.339999948,515.7,2061.273219,31551,8.164428322,0.148949652,-6.632724485,1189.97
,,,,,Rajratan Global Wire Ltd,Rajratan Global Wire Ltd,Iron & Steel,RAJRATAN,RAJRATAN,,,,2027.9,2059.170218,8334,38.75720343,0,0.469451065,548.17
,,,,,Sasken Technologies Ltd,Sasken Technologies Ltd,Software Services,SASKEN,SASKEN,31.51364294,15.49637012,1.058998348,1365.75,2055.572707,22699,17.94476392,0,0.008896495,474.46
,,,,,Acrysil Ltd,Acrysil Ltd,Building Products - Granite,ACRYSIL,ACRYSIL,101.6220876,,,769,2052.836272,21130,52.46195431,0,0,317.73
,,,,,Mayur Uniquoters Ltd,Mayur Uniquoters Ltd,Textiles,MAYURUNIQ,MAYURUNIQ,1.290326669,-4.658945346,1.231590012,459.8,2049.678048,29566,22.83763842,0,0.077442921,532.58
,,,,,Huhtamaki India Ltd,Huhtamaki India Ltd,Packaging,HUHTAMAKI,HUHTAMAKI,0.241548709,2.574831849,0.716101304,271.05,2047.78275,33069,21.33329253,0,0.79447118,2470.72
,,,,,Ge Power India Ltd,Ge Power India Ltd,Construction & Engineering,GEPIL,GEPIL,-11.915525,-34.29329623,0.904007287,301.75,2028.588937,55540,28.79064629,0,0,3445.5
,,,,,EKI Energy Services Ltd,EKI Energy Services Ltd,,EKI,EKI,,,,2950,2027.83,541,108.440107,0,-26.53476869,191.02
,,,,,Technocraft Industries (India) Ltd,Technocraft Industries (India) Ltd,Industrial Machinery,TIIL,TIIL,18.95428777,10.50402477,1.146018008,828.5,2026.650768,11238,15.57763849,0,0,1362.96
,,,,,Manali Petrochemicals Ltd,Manali Petrochemicals Ltd,Specialty Chemicals,MANALIPETC,MANALIPETC,28.79851826,29.76736478,1.731074893,117.5,2020.990941,116526,10.04318909,0,0,1037.98
,,,,,Share India Securities Ltd,Share India Securities Ltd,Investment Banking & Brokerage,SHAREINDIA,SHAREINDIA,,,,633.4,2020.963284,8145,25.02740909,0,0,453.82
,,,,,GNA Axles Ltd,GNA Axles Ltd,Auto Parts,GNA,GNA,31.07265845,25.90031563,1.210098968,938.15,2013.776501,27469,28.51566838,7.314096173,0.004053034,891.06
,,,,,CARE Ratings Ltd,CARE Ratings Ltd,Stock Exchanges & Ratings,CARERATING,CARERATING,-11.96769069,-21.54009936,1.335891699,683.05,2012.348222,68791,22.47931437,0,0,279.74
,,,,,Novartis India Ltd,Novartis India Ltd,Pharmaceuticals,NOVARTIND,NOVARTIND,,,,814.35,2010.695054,43784,96.20550496,0,0,414.44
,,,,,Repco Home Finance Ltd,Repco Home Finance Ltd,Consumer Finance,REPCOHOME,REPCOHOME,-17.10737305,-21.38838197,2.035190538,320.35,2004.153232,35921,6.675837686,0,0,1392.23
,,,,,Jaiprakash Associates Ltd,Jaiprakash Associates Ltd,Conglomerates,JPASSOCIAT,JPASSOCIAT,-6.19153485,26.00232104,2.52424784,8.1,1984.276485,608434,-2.999526075,7.731626974,-0.446302034,6612.88
,,,,,Swaraj Engines Ltd,Swaraj Engines Ltd,Tractors,SWARAJENG,SWARAJENG,7.049920759,-1.909818795,0.653930831,1631.3,1980.500809,26371,21.40387776,0,-0.022465818,995.16
,,,,,MM Forgings Ltd,MM Forgings Ltd,Iron & Steel,MMFL,MMFL,31.28057924,6.353308717,1.432139386,817.05,1972.424064,9191,42.22701914,0,2.07E-05,806
,,,,,Safari Industries (India) Ltd,Safari Industries (India) Ltd,Apparel & Accessories,SAFARI,SAFARI,,7.109375699,,878.25,1966.094363,12176,-94.0715006,0,-6.276537811,331.31
235.35,-67.66,-184.08,-49.23,-445.9,Force Motors Ltd,Force Motors Ltd,Four Wheelers,FORCEMOT,FORCEMOT,,-8.137760806,,1479.15,1948.966794,60444,-15.76451342,0,0,2013.08
,,,,,Punjab Chemicals and Crop Protection Ltd,Punjab Chemicals and Crop Protection Ltd,Diversified Chemicals,PUNJABCHEM,PUNJABCHEM,53.91849828,32.73390761,1.549830452,1586.95,1945.947449,15327,39.64848102,0,0,680.01
,,,,,Automotive Axles Ltd,Automotive Axles Ltd,Auto Parts,AUTOAXLES,AUTOAXLES,11.17856494,-12.01910237,1.609052742,1282.4,1937.959674,16743,85.25999446,0,0,912.64
,,,,,Bombay Dyeing and Mfg Co Ltd,Bombay Dyeing and Mfg Co Ltd,Textiles,BOMDYEING,BOMDYEING,11.16654576,-25.38918725,1.510021526,93.8,1937.297362,153775,-4.129641375,0,8.81E-05,1283.7
,,,,,Sportking India Ltd,Sportking India Ltd,,SPORTKING,SPORTKING,,108.8261287,0.119837118,1456.15,1934.815628,2499,22.88910006,0,0,1324.84
,,,,,Accelya Solutions India Ltd,Accelya Solutions India Ltd,Software Services,ACCELYA,ACCELYA,-1.482747594,3.647484361,0.400404143,1288.8,1923.778872,20294,45.565582,0,-14.61694258,301.04
,,,,,Neuland Laboratories Ltd,Neuland Laboratories Ltd,Pharmaceuticals,NEULANDLAB,NEULANDLAB,8.366276487,28.00086954,1.29756026,1498,1921.917372,34978,23.83625663,1.55885994,-0.030397769,953.01
,,,,,Dhampur Sugar Mills Ltd,Dhampur Sugar Mills Ltd,Sugar,DHAMPURSUG,DHAMPURSUG,19.3568824,23.00985932,1.10431433,289.35,1920.924917,60869,8.380998764,0.376576405,0,4174.07
,,,,,Balu Forge Industries Ltd,Balu Forge Industries Ltd,,BALUFORGE,BALUFORGE,,81.35277489,0.053191223,259,1920.870547,1806,251.7523653,0,-5.226830159,147.34
,,,,,Indian Metals and Ferro Alloys Ltd,Indian Metals and Ferro Alloys Ltd,Iron & Steel,IMFA,IMFA,24.57309396,26.32281924,1.024123522,706.05,1904.714827,35614,11.43629437,0,0,1894.01
,,,,,Unichem Laboratories Ltd,Unichem Laboratories Ltd,Pharmaceuticals,UNICHEMLAB,UNICHEMLAB,-0.095842111,7.859125792,0.332989277,270.5,1904.475538,34258,55.47554726,0,0,1285.33
,,,,,Suryoday Small Finance Bank Ltd,Suryoday Small Finance Bank Ltd,Private Banks,SURYODAY,SURYODAY,,,,179.1,1900.966075,112566,160.2838174,10.63781413,,875.63
,,,,,Gufic Biosciences Ltd,Gufic Biosciences Ltd,Pharmaceuticals,GUFICBIO,GUFICBIO,39.21930124,15.05033345,1.521215611,195.6,1896.234537,43883,42.87213514,0,-0.621618079,491.43
,,,,,Shalby Ltd,Shalby Ltd,Hospitals & Diagnostic Centres,SHALBY,SHALBY,,-7.292340561,1.688690414,177.1,1895.138599,52524,44.70720923,0,-5.379143016,439.96
,,,,,Nippon India Junior Bees ETF,Nippon India Junior Bees ETF,Equity,JUNIORBEES,JUNIORBEES,13.75205875,2.984237963,0.905585621,447.44,1888.071069,,,,,
,,,,,Mukand Ltd,Mukand Ltd,Iron & Steel,MUKANDLTD,MUKANDLTD,16.05201929,27.11299707,1.894433822,133.25,1884.233098,31754,-9.246408371,0,0,3474.4
,,,,,Dynamatic Technologies Ltd,Dynamatic Technologies Ltd,Auto Parts,DYNAMATECH,DYNAMATECH,-1.019303633,20.99189974,1.646457249,2966.05,1880.903701,11074,-86.00382721,7.49829337,0,1124.27
,,,,,Elecon Engineering Company Ltd,Elecon Engineering Company Ltd,Heavy Electrical Equipments,ELECON,ELECON,22.31553379,33.85338419,1.962540871,166.05,1863.080419,50859,32.32269984,6.684494064,0,1052.31
,,,,,Wheels India Ltd,Wheels India Ltd,Auto Parts,WHEELS,WHEELS,3.594149878,-20.13214888,1.139380221,769.25,1851.166124,14276,1017.124244,0,2.429527274,2415.73
,,,,,Kovai Medical Center and Hospital Ltd,Kovai Medical Center and Hospital Ltd,Hospitals & Diagnostic Centres,KOVAI,KOVAI,15.8649988,,,1691.4,1850.774195,10076,23.82562043,0,4.961990492,702.21
,,,,,Ujjivan Financial Services Ltd,Ujjivan Financial Services Ltd,Consumer Finance,UJJIVAN,UJJIVAN,-19.63924798,-30.52609404,1.652718625,151.9,1848.125603,110818,-9.298745175,0,0,3181
,,,,,Jindal Worldwide Ltd,Jindal Worldwide Ltd,Textiles,JINDWORLD,JINDWORLD,39.52988307,1.304208821,1.364705537,92.1,1846.7892,7095,41.77311016,4.662867219,0,1724.29
,,,,,Bajaj Hindusthan Sugar Ltd,Bajaj Hindusthan Sugar Ltd,Sugar,BAJAJHIND,BAJAJHIND,-3.254963511,23.98753739,2.173987773,14.45,1845.785116,300140,-6.346830054,24.95329715,,6688.56
,,,,,Geojit Financial Services Ltd,Geojit Financial Services Ltd,Investment Banking & Brokerage,GEOJITFSL,GEOJITFSL,14.81010076,9.392446206,1.689610278,76.8,1833.376635,67654,14.88492843,0,-0.02374246,426.82
,,,,,Vidhi Specialty Food Ingredients Ltd,Vidhi Specialty Food Ingredients Ltd,Commodity Chemicals,VIDHIING,VIDHIING,43.04608688,50.94729645,1.14351861,365.65,1826.238925,18943,49.95183055,0,0,268
,,,,,Sharda Motor Industries Ltd,Sharda Motor Industries Ltd,Auto Parts,SHARDAMOTR,SHARDAMOTR,-11.91261402,21.05806962,2.166620409,613.65,1824.481475,11535,27.36995912,0,0,1757.99
,,,,,ADF Foods Ltd,ADF Foods Ltd,Packaged Foods & Meats,ADFFOODS,ADFFOODS,47.38010673,39.26213598,1.396956687,901.85,1805.748913,27979,36.07169223,0,-0.025081509,375.32
,,,,,Jain Irrigation Systems Ltd - DVR,Jain Irrigation Systems Ltd - DVR,Agricultural & Farm Machinery,JISLDVREQS,JISLDVREQS,-16.80402025,-15.98785777,2.089071838,22.4,1803.531102,46522,36.5161187,0,0,4274.41
,,,,,Jain Irrigation Systems Ltd,Jain Irrigation Systems Ltd,Agricultural & Farm Machinery,JISLJALEQS,JISLJALEQS,-17.77194763,-11.31897323,2.203205286,35.6,1803.531102,209474,-5.868959006,14.30698163,0,2471.95
,,,,,Chennai Petroleum Corporation Ltd,Chennai Petroleum Corporation Ltd,Oil & Gas - Refining & Marketing,CHENNPETRO,CHENNPETRO,-16.57562872,-36.31459561,1.541717156,120.9,1800.338826,83183,6.99812962,0,0,22626.63
,,,,,Tips Industries Ltd,Tips Industries Ltd,Movies & TV Serials,TIPSINDLTD,TIPSINDLTD,81.05695857,104.2625616,0.629735745,1255.95,1798.351977,8794,41.37947485,0,0,95.42
,,,,,Datamatics Global Services Ltd,Datamatics Global Services Ltd,IT Services & Consulting,DATAMATICS,DATAMATICS,30.70415435,30.85725368,1.401249735,303.45,1788.817631,28707,22.43031513,0,0,1195.49
,,,,,Manorama Industries Ltd,Manorama Industries Ltd,,MANORAMA,MANORAMA,,70.63279551,,1499.45,1787.31591,1003,97.45452074,0,,214.59
,,,,,DFM Foods Ltd,DFM Foods Ltd,Packaged Foods & Meats,DFMFOODS,DFMFOODS,,12.37126222,0.829157794,353.65,1777.984004,29380,61.95066216,0,0,530.98
,,,,,Kotak Gold ETF,Kotak Gold ETF,Gold,KOTAKGOLD,KOTAKGOLD,7.66974504,14.05806572,-0.03047673,40.27,1775.188583,,,,,
,,,,,Siyaram Silk Mills Ltd,Siyaram Silk Mills Ltd,Textiles,SIYSIL,SIYSIL,7.547368723,-17.42151037,1.502212182,374.95,1757.39365,21999,489.5246935,0,0,1669.66
,,,,,Ngl Fine Chem Ltd,Ngl Fine Chem Ltd,,NGLFINE,NGLFINE,53.04647845,61.03627242,1.411026484,2831,1748.998594,7146,30.83565928,0,0,265.99
,,,,,KCP Ltd,KCP Ltd,Cement,KCP,KCP,5.653647036,7.779175772,0.837670998,135.6,1748.17093,27426,10.72694931,0,0.078831124,1719.36
,,,,,Genus Power Infrastructures Ltd,Genus Power Infrastructures Ltd,Electronic Equipments,GENUSPOWER,GENUSPOWER,9.201151841,22.94525054,1.618155164,67.55,1739.18791,30480,25.35259344,0,-0.015826223,653.88
,,,,,Shaily Engineering Plastics Ltd,Shaily Engineering Plastics Ltd,,SHAILY,SHAILY,25.37018939,18.74360189,1.570381954,1890.85,1734.571626,4282,78.80834283,0,0,363.18
,,,,,PSP Projects Ltd,PSP Projects Ltd,Construction & Engineering,PSPPROJECT,PSPPROJECT,,-7.686281037,1.221622455,481.65,1733.94,19325,21.26750889,0,0,1257.52
,,,,,West Coast Paper Mills Ltd,West Coast Paper Mills Ltd,Paper Products,WSTCSTPAPR,WSTCSTPAPR,17.82657705,-18.76452981,1.183705311,262.3,1732.462857,32776,-558.8589861,0,0.155549884,2269.19
,,,,,TV Today Network Ltd,TV Today Network Ltd,TV Channels & Broadcasters,TVTODAY,TVTODAY,-0.867970811,-22.98913655,0.678142966,289.55,1727.704747,31557,13.13843914,0,0,820.11
,,,,,DB Corp Ltd,DB Corp Ltd,Publishing,DBCORP,DBCORP,-24.15090993,-30.12409472,0.93129601,98.3,1719.918837,38576,12.1626394,11.77398003,-0.003093641,1535.38
,,,,,Orissa Minerals Development Company Ltd,Orissa Minerals Development Company Ltd,Mining - Diversified,ORISSAMINE,ORISSAMINE,6.898780022,47.93630698,1.613896097,2833.25,1699.95,18531,-42.8738966,0,0,17.79
,,,,,ICICI Prudential Gold ETF,ICICI Prudential Gold ETF,Gold,ICICIGOLD,ICICIGOLD,7.181168196,13.00678378,-0.012821768,40.97,1697.108504,,,,,
,,,,,Nucleus Software Exports Ltd,Nucleus Software Exports Ltd,Software Services,NUCLEUS,NUCLEUS,26.37370187,9.486834337,0.74040182,584.2,1696.559096,30909,14.38371425,0,0,553.09
,,,,,HDFC Gold ETF,HDFC Gold ETF,Gold,HDFCMFGETF,HDFCMFGETF,7.156934955,12.2292661,-0.0304184,41,1696.32334,,,,,
,,,,,Sundaram Finance Holdings Ltd,Sundaram Finance Holdings Ltd,Diversified Financials,SUNDARMHLD,SUNDARMHLD,,-13.22715946,0.891558009,76.2,1692.431413,30139,22.90784263,0,2.670012315,64.3
,,,,,Nava Bharat Ventures Ltd,Nava Bharat Ventures Ltd,Conglomerates,NBVENTURES,NBVENTURES,-1.764475117,-6.378917392,1.349535553,116.55,1691.147936,54063,3.995907414,0,3.54350316,2824.01
,,,,,Igarashi Motors India Ltd,Igarashi Motors India Ltd,Auto Parts,IGARASHI,IGARASHI,-6.735707602,-13.01077481,1.383147245,536.85,1689.737952,25224,65.92812922,0,0,542.4
,,,,,Sandhar Technologies Ltd,Sandhar Technologies Ltd,Auto Parts,SANDHAR,SANDHAR,,-15.64338728,1.491152772,280,1685.339824,25041,29.17832105,0,0.050202101,1874.35
,,,,,Gati Ltd,Gati Ltd,Logistics,GATI,GATI,-0.145667043,22.26673509,1.373758378,136.7,1680.986189,89277,-9.533723849,2.471639254,0.314744189,286.5
,,,,,Best Agrolife Ltd,Best Agrolife Ltd,Diversified Chemicals,BESTAGRO,BESTAGRO,99.73104846,,,762.85,1680.716155,3782,45.33898448,0,0,912.75
,,,,,Sanghi Industries Ltd,Sanghi Industries Ltd,Cement,SANGHIIND,SANGHIIND,-1.620866621,-8.268928907,1.561449439,66.95,1680.445,62467,21.49181481,69.49850239,0,948.17
,,,,,Wardwizard Innovations & Mobility Ltd,Wardwizard Innovations & Mobility Ltd,,WARDINMOBI,WARDINMOBI,64.65687158,,,76.25,1673.169,6579,889.9835106,0,0,39.36
,,,,,Orchid Pharma Ltd,Orchid Pharma Ltd,Pharmaceuticals,ORCHPHARMA,ORCHPHARMA,,,3.09466204,409.9,1673.064236,33379,-14.35613726,29.41066743,-8.078129883,465.29
,,,,,Panacea Biotec Ltd,Panacea Biotec Ltd,Biotechnology,PANACEABIO,PANACEABIO,18.42879686,30.69245889,1.01745124,272.45,1668.776575,54313,-11.29918461,69.37335261,0,634.86
,,,,,JMC Projects (India) Ltd,JMC Projects (India) Ltd,Construction & Engineering,JMCPROJECT,JMCPROJECT,15.46937295,-3.82099908,1.626601459,99.25,1666.458812,18962,-63.60529818,0,0,3871.74
,,,,,Kalyani Steels Ltd,Kalyani Steels Ltd,Iron & Steel,KSL,KSL,2.954047929,-2.228641782,1.485562542,381.65,1666.019035,42435,8.7551581,0,0,1230.84
,,,,,Andhra Sugars Ltd,Andhra Sugars Ltd,Commodity Chemicals,ANDHRSUGAR,ANDHRSUGAR,23.07851354,13.1391571,1.473833172,612.45,1660.172992,25122,12.30122253,1.05737697,0.009960498,1564.97
,,,,,Astra Micro Wave Products Ltd,Astra Micro Wave Products Ltd,Communication & Networking,ASTRAMICRO,ASTRAMICRO,10.59548285,15.08448022,1.570275238,191.6,1659.479693,40009,57.5209599,0,-0.931101956,651.77
,,,,,Cigniti Technologies Ltd,Cigniti Technologies Ltd,Software Services,CIGNITITEC,CIGNITITEC,6.778259365,16.33175471,0.692023479,590.35,1656.227456,13529,15.72119085,4.817985605,-0.166810491,909.98
,,,,,Butterfly Gandhimathi Appliances Ltd,Butterfly Gandhimathi Appliances Ltd,Home Electronics & Appliances,BUTTERFLY,BUTTERFLY,35.84806429,39.43768586,1.518684389,925.1,1654.037263,27559,45.7295345,0,0,871.22
,,,,,Zen Technologies Ltd,Zen Technologies Ltd,Electronic Equipments,ZENTEC,ZENTEC,20.49996777,39.87955597,2.377191838,206.55,1642.27905,37320,528.0640032,0,0,57.66
,,,,,TVS Srichakra Ltd,TVS Srichakra Ltd,Tires & Rubber,TVSSRICHAK,TVSSRICHAK,-10.44728178,-18.89540397,1.12113153,2142.55,1640.561248,29995,22.19373982,0,0,1944.42
,,,,,Mold-Tek Packaging Ltd,Mold-Tek Packaging Ltd,Plastic Products,MOLDTKPAC,MOLDTEKPP,23.93596593,,,581.45,1637.750097,29018,34.14825056,1.014634309,0.030423843,479.82
,,,,,Mold-Tek Packaging Ltd,Mold-Tek Packaging Ltd,Plastic Products,MOLDTKPAC,MOLDTKPAC,23.93596593,17.25008162,0.922366742,581.45,1637.750097,29018,34.14825056,1.014634309,0.030423843,479.82
,,,,,Nureca Ltd,Nureca Ltd,Pharmaceuticals,NURECA,NURECA,,,,1632.15,1632.178563,10060,35.19143085,0,-23.33453498,216.27
140.92,275.92,399.8,204.2,187.32,Bf Utilities Limitd,Bf Utilities Limitd,Renewable Energy,BFUTILITIE,BFUTILITIE,-5.710054492,13.76226094,1.654856579,431.45,1625.16981,49017,-660.6381342,0,0,393.87
,,,,,Chemcon Speciality Chemicals Ltd,Chemcon Speciality Chemicals Ltd,Specialty Chemicals,CHEMCON,CHEMCON,,,,439.9,1611.384537,80630,28.565583,0,0,248.13
,,,,,Prataap Snacks Ltd,Prataap Snacks Ltd,Packaged Foods & Meats,DIAMONDYD,DIAMONDYD,,-18.36800734,0.711443944,684.45,1605.243049,14860,113.4447384,0,0,1179.93
,,,,,Panama Petrochem Ltd,Panama Petrochem Ltd,Specialty Chemicals,PANAMAPET,PANAMAPET,40.71335088,13.26318721,2.146970847,264.8,1601.870475,19270,11.83414949,0,-1.384575292,1453.28
,,,,,Max Ventures and Industries Ltd,Max Ventures and Industries Ltd,Packaging,MAXVIL,MAXVIL,16.41094358,17.00511805,0.999214011,109.1,1600.715189,31873,208.6981994,0,-0.020735912,1189.92
,,,,,Kesoram Industries Ltd,Kesoram Industries Ltd,Tires & Rubber,KESORAMIND,KESORAMIND,-15.11734278,-2.028640712,2.095435095,65.2,1596.167759,97823,11.39224723,21.04214236,-7.163742466,3002.27
,,,,,Federal-Mogul Goetze (India) Ltd,Federal-Mogul Goetze (India) Ltd,Auto Parts,FMGOETZE,FMGOETZE,-9.307329803,-20.5520765,0.948890521,285.4,1587.74099,31583,2940.261093,0,-20.66184775,1118.24
,,,,,Time Technoplast Ltd,Time Technoplast Ltd,Plastic Products,TIMETECHNO,TIMETECHNO,-6.826494068,-32.37509201,1.668533181,70.15,1586.419451,52025,15.33958085,4.200812083,0,3008.74
,,,,,Sindhu Trade Links Ltd,Sindhu Trade Links Ltd,,SINDHUTRAD,SINDHUTRAD,82.1628308,,0.266322912,308.5,1585.616762,766,25.2285881,0,0,739.85
,,,,,Kirloskar Industries Ltd,Kirloskar Industries Ltd,Investment Banking & Brokerage,KIRLOSIND,KIRLOSIND,13.03882433,13.83480524,1.052304066,1622.1,1580.715038,16127,9.650864145,0,0,2082.27
,,,,,Future Consumer Ltd,Future Consumer Ltd,FMCG - Foods,FCONSUMER,FCONSUMER,-16.95127069,-45.19765693,1.631437622,8,1578.870469,345446,-3.266786263,12.78640242,-22.5078076,1205.69
,,,,,Electrosteel Castings Ltd,Electrosteel Castings Ltd,Building Products - Pipes,ELECTCAST,ELECTCAST,10.6757826,22.0756875,1.281321628,36.45,1578.119914,55525,-10.81867357,7.547041139,0.041014452,3528.78
,,,,,Jagran Prakashan Ltd,Jagran Prakashan Ltd,Publishing,JAGRAN,JAGRAN,-20.66536135,-23.50592974,0.802016733,59.65,1572.697732,48981,17.7005935,69.39740389,3.624170119,1370.16
,,,,,SVP Global Ventures Ltd,SVP Global Ventures Ltd,Textiles,SVPGLOB,SVPGLOB,-3.072780782,,,124.05,1569.2325,6411,1452.993056,0,0.01001581,104.09
,,,,,Dolat Investments Ltd,Dolat Investments Ltd,Investment Banking & Brokerage,DOLAT,DOLAT,,31.39583861,,88.65,1560.24,22034,10.63485788,0,0,285.36
,,,,,NACL Industries Ltd,NACL Industries Ltd,Fertilizers & Agro Chemicals,NACLIND,NACLIND,,31.21938139,1.276719452,78.35,1549.855124,18554,30.39527601,0,0.284016561,1206.6
,,,,,Welspun Enterprises Ltd,Welspun Enterprises Ltd,Construction & Engineering,WELENT,WELENT,9.847423277,-15.52443029,1.417212682,101.8,1516.45409,59413,11.75636941,0,2.743735364,1671.52
,,,,,JSW Ispat Special Products Ltd,JSW Ispat Special Products Ltd,Iron & Steel,JSWISPL,JSWISPL,6.580407007,1.434026892,1.30048327,32.25,1514.290797,68801,7.191389073,18.11487908,-21.18242282,4540.58
,,,,,Gallantt Ispat Ltd,Gallantt Ispat Ltd,Iron & Steel,GALLISPAT,GALLISPAT,-0.174618394,23.21511484,1.099983527,53.55,1512.041656,5897,12.25218099,0,0,1100.19
,,,,,SBI Gold ETF,SBI Gold ETF,Gold,SETFGOLD,SETFGOLD,7.38968043,12.93860284,-0.07360363,4102.8,1511.958933,,,,,
,,,,,HSIL Ltd,HSIL Ltd,Building Products - Ceramics,HSIL,HSIL,19.98562246,37.28625694,1.322166655,232.95,1507.12549,39133,17.11670063,0,0.23525523,1891.28
,,,,,Sandur Manganese and Iron Ores Ltd,Sandur Manganese and Iron Ores Ltd,,SANDUMA,SANDUMA,25.86086957,8.41428999,1.299547571,1673.9,1506.834904,9908,9.789091821,38.88050366,-0.017418466,764.36
,,,,,Grauer And Weil (India) Ltd,Grauer And Weil (India) Ltd,Specialty Chemicals,GRAUWEIL,GRAUWEIL,11.90291913,,,60.45,1503.059123,34631,21.84361463,0,0.006506231,670.45
,,,,,Ramco Systems Ltd,Ramco Systems Ltd,IT Services & Consulting,RAMCOSYS,RAMCOSYS,0.954529045,13.64527294,1.6372286,486.1,1493.916304,33323,26.78709528,0,-0.129050575,640.91
,,,,,PTC Industries Ltd,PTC Industries Ltd,,PTCIL,PTCIL,61.8040056,64.35101335,0.711100742,2846.9,1491.508845,2174,339.7514454,0,0,168.55
,,,,,Nelco Ltd,Nelco Ltd,Communication & Networking,NELCO,NELCO,48.54966787,28.70753371,1.300150612,653.2,1490.497888,27506,120.590444,0,0,228.96
,,,,,Thanga Mayil Jewellery Ltd,Thanga Mayil Jewellery Ltd,"Precious Metals, Jewellery & Watches",THANGAMAYL,THANGAMAYL,33.26233904,33.72127415,1.429639302,1071.5,1470.053211,10405,16.97913157,9.852924091,0.357445292,1820.94
,,,,,Pokarna Ltd,Pokarna Ltd,Cement,POKARNA,POKARNA,23.35480128,38.95486373,1.726534299,470.35,1458.27314,20940,51.52908622,0,0,301.1
,,,,,India Power Corporation Ltd,India Power Corporation Ltd,Power Generation,DPSCLTD,DPSCLTD,-15.38411416,24.1108327,0.811118261,14.9,1450.946564,9743,55.35851063,40,0,543.52
,,,,,Renaissance Global Ltd,Renaissance Global Ltd,"Precious Metals, Jewellery & Watches",RGL,RGL,40.99266522,24.30436954,1.173691558,773.9,1445.882323,7328,34.02876731,0,-2.968430208,2047.36
,,,,,Suumaya Industries Ltd,Suumaya Industries Ltd,Apparel & Accessories,SUULD,SUULD,,141.654359,,515,1445.502,2122,3.559560689,0,9.863261044,4263.42
,,,,,Kotak Nifty 50 ETF,Kotak Nifty 50 ETF,Equity,KOTAKNIFTY,KOTAKNIFTY,16.15107936,1.524523608,0.998860582,186.8,1443.770288,,,,,
,,,,,Hindustan Construction Company Ltd,Hindustan Construction Company Ltd,Construction & Engineering,HCC,HCC,-22.20012841,-8.675685818,2.142136124,9.5,1437.376832,260762,-2.356278207,31.98437828,0,8400.43
,,,,,Fiem Industries Ltd,Fiem Industries Ltd,Auto Parts,FIEMIND,FIEMIND,-0.720454709,14.7867825,1.36225027,1090.6,1435.21106,21080,30.73915313,0,0,1224.35
,,,,,Sunflag Iron and Steel Co Ltd,Sunflag Iron and Steel Co Ltd,Iron & Steel,SUNFLAG,SUNFLAG,17.98953546,-1.531486528,1.172976462,79.35,1430.04132,71246,10.17026755,0,0,1933.82
,,,,,J Kumar Infraprojects Ltd,J Kumar Infraprojects Ltd,Construction & Engineering,JKIL,JKIL,-0.263995237,-1.134667193,1.593893385,187.9,1421.754858,27332,22.24620338,10.5728494,1.328763995,2596.13
,,,,,Asian Star Co Ltd,Asian Star Co Ltd,,ASTAR,ASTAR,3.565174836,29.42401701,0.498026801,882.85,1413.160338,540,22.09789426,0,0,2562.24
,,,,,Nahar Spinning Mills Ltd,Nahar Spinning Mills Ltd,Textiles,NAHARSPING,NAHARSPING,26.75491035,47.25093747,1.845832001,390.85,1409.612368,25959,34.0403856,0,0.61000458,2118.83
